EDGAR Country Code,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
COL,Colombia,3.948742052,3.981439174,3.983395288,3.985703697,4.026456857,4.111717086,4.181220923,4.182064461,4.248028946,4.176391218,4.118165023,4.088970665,4.083702956,4.030023587,3.937697781,3.925292167,3.924383196,3.991656416,3.982305081,4.032389237,4.05886068,4.019902551,4.05998694,4.11150523,4.078164599,4.144463816,4.080442567,4.214680923,4.223218572,3.852971476,3.939996521,3.914021315,3.831796193,3.79789978,3.766738357,3.806806015,3.772161133,3.823380224,3.812943389,3.882554454,3.948497841,3.97633915,3.889710044,4.026877934,4.010711123,4.001981221,4.051813894,3.945360614,4.080814524,4.12901221,4.103630553,4.149263283,4.233029182
COM,Comoros,1.042732722,1.039448442,1.032631089,1.032652277,1.037666885,1.029583848,1.032214788,1.0182983,1.003674795,1.001610722,0.969369647,0.937866596,0.903929945,0.881123569,0.868010304,0.834944927,0.779491009,0.846770159,0.828120934,0.815975681,0.833520625,0.838644736,0.81386118,0.805053367,0.790956597,0.788324933,0.783791962,0.775229592,0.79759996,0.803680337,0.836186337,0.849101029,0.851188524,0.87367799,0.888110206,0.875806737,0.920547643,0.805092084,0.813311578,0.84407722,0.882550814,0.860253915,0.865140464,0.896769158,0.86650748,0.877625227,0.895261604,0.954812965,0.973390272,1.002107347,0.996612726,1.022096152,1.01669802
CPV,Cabo Verde,0.921855403,0.907854162,0.917232033,0.927319496,0.960499785,0.982485609,1.008907301,1.032409293,1.044234211,1.143816887,1.127222934,1.088076612,0.677454519,0.655327769,0.698938774,0.709023853,0.498206494,0.574593768,0.643451998,0.676384715,0.671254058,0.727388848,0.789128043,0.775581709,0.746214018,0.799557519,0.750114332,0.771521451,0.803297153,0.814035133,1.247109235,1.307873733,1.36734218,1.288350136,1.358190974,1.809957579,1.90479626,2.059586453,1.992562342,1.92489561,2.026291021,2.22893108,1.977935235,1.916903989,2.000324253,2.001668007,2.01085024,2.028274514,2.031278025,2.065034896,2.077425281,2.185278291,2.239385271
CRI,Costa Rica,3.241029263,3.250391917,3.354022367,3.589921158,3.51192812,3.578846142,3.547868919,3.790785921,3.877496461,3.869212894,3.69112293,3.651066389,3.43272047,3.443837301,3.439213734,3.31711059,3.271014671,3.251905908,3.209827135,3.241208374,3.231489718,3.242858539,3.535418948,3.45911259,3.490637617,3.268711239,3.165495197,3.095519347,3.184395546,3.0520102,2.924364211,2.921042784,2.882259374,2.952383497,2.97552416,2.928841565,2.988745767,3.211383113,3.207976385,3.126859148,3.121178339,3.234827762,3.128477063,3.167391533,3.199939462,3.117520512,3.226083991,3.272932468,3.349035065,3.310642927,2.985382097,3.18554593,3.287466522
CUB,Cuba,5.388657941,5.123757809,4.936541415,5.125287923,5.254635313,5.259203233,5.385063107,5.583431323,5.819850646,5.885386386,5.885157229,5.912422477,5.819981459,6.0221417,6.280331154,5.981003262,6.007776671,6.221585069,6.317737826,6.4074825,6.005129317,5.083982301,4.433209196,4.009939131,4.112563378,4.170631079,4.438779984,4.630732184,4.503093853,4.52227833,4.551122949,4.389255251,4.258544223,4.171158798,4.074590846,4.079354983,4.206299396,4.299759289,4.254707569,4.312123681,4.358914492,4.343404602,4.439109346,4.459840359,4.270564932,4.429228797,4.257257906,4.14055615,4.168685753,3.951086896,3.863681176,3.818039982,3.857496214
CYM,Cayman Islands,3.287303269,3.371837021,4.04794651,4.067522367,3.646392468,4.304446709,3.897724014,4.214353033,4.170986247,4.099635921,4.050636785,3.992308688,3.924059625,3.976842203,4.509039329,4.484776236,4.700939908,4.991757152,5.347177835,5.20931778,4.902612619,4.695924102,4.615166946,4.163215053,4.501343319,4.503861104,4.251842408,4.088116971,3.966683224,3.684046831,3.413354356,3.340123818,3.455798739,3.551823695,3.280420859,3.3315845,3.514659837,4.248361855,4.624317684,4.442714193,4.721498935,3.876718926,3.785798386,4.357978469,4.410829464,4.495433257,4.59973781,4.727232176,4.841814575,6.311299719,5.369427237,5.117699511,5.305180303
CYP,Cyprus,4.794554861,4.800218906,5.533409263,5.658030777,4.443542526,4.281722868,4.907389356,5.121152923,5.269076095,5.504555779,5.731686028,5.527998747,5.640838728,5.627036549,5.715800397,5.611355813,6.05338478,6.784808877,6.762987979,6.973445224,7.237426252,7.774994491,8.109690126,8.282340544,8.435192882,8.126877798,8.415430803,8.338385112,8.541088582,8.683054563,8.805677171,8.569325309,8.650497759,9.185092779,8.978276886,8.931685945,8.892439531,9.024292191,9.061612311,8.744523149,8.701725611,8.397728899,7.788895682,7.096268267,7.390859544,7.398893702,7.705040835,7.7968652,7.943857248,8.333741627,7.897983526,8.534337537,8.684565656
CZE,Czechia,22.09015058,22.13020574,22.0385111,21.73859532,19.98907668,20.6401388,21.0710887,22.07887377,21.70900885,22.62374916,21.81432997,21.84939189,22.04014354,22.16148356,22.49752553,22.2198892,22.08943826,22.09202886,21.69897088,20.90159944,19.06959297,17.26475177,16.45615457,15.78451587,15.12262668,15.01612198,15.43712683,15.0668491,14.41672756,13.6379011,14.98582732,15.06929672,14.56035989,14.92156578,15.0413661,14.7346134,14.80015145,14.87997662,14.23191431,13.48783153,13.62241752,13.35995214,12.93934505,12.47314443,12.26255278,12.38893075,12.48452793,12.57172358,12.39807106,11.8944652,11.00001187,11.58448062,11.70946897
DEU,Germany,16.82698821,16.70148381,16.98514543,17.64678619,17.23304028,16.45915203,17.29285399,17.00844598,17.57147847,18.26068929,17.60413453,17.17369096,16.5696812,16.78604405,17.00087914,17.01634658,16.84573916,16.65628167,16.4685738,16.23383885,15.61250076,15.20165264,14.31562195,14.06675305,13.81853834,13.66734539,13.97477532,13.48491923,13.23957924,12.7488481,12.66797865,12.79909255,12.56200906,12.53393449,12.32461091,12.04479571,12.13916235,11.78240902,11.83510646,11.06960728,11.63234159,11.28059276,11.41732994,11.6037652,11.07991382,11.11439002,11.11161661,10.88654052,10.50611766,9.828773832,9.102675888,9.595027916,9.492501047
DJI,Djibouti,6.253238481,5.99432916,5.703897592,5.536432869,5.519646592,5.32620175,5.015310819,4.787232499,4.467807155,4.571315541,4.338994904,3.51331517,3.295284194,2.995713669,2.686635308,2.646074297,2.477876998,2.79905532,2.563954919,3.655502979,3.205996859,3.596024445,3.2832249,3.286491864,3.31773626,3.380501486,3.424464651,3.375732264,3.344410583,3.346523294,2.656846274,2.617975737,2.609583249,2.640665174,2.587612532,2.513018771,2.452456997,2.460543287,2.538746545,2.341867709,2.413962929,2.16392351,2.354709476,2.416418506,2.417335753,2.305873002,2.223291065,2.118489571,2.152504772,2.117384277,2.112228064,2.167018685,2.171494202
DMA,Dominica,0.557823774,0.583823246,0.617912517,0.635974204,0.637662503,0.677023882,0.677768507,0.706411278,0.718620498,0.733411565,0.744703429,0.818434917,0.824236202,0.834868849,0.881202492,0.92265089,0.937916582,1.107879045,1.173831071,1.232056894,1.229162858,1.232254832,1.23546345,1.480941303,1.643142384,1.751147562,1.842637918,1.825497227,1.455423547,1.812778913,1.751876814,1.763528416,1.679837683,1.778110671,1.833595516,1.812703733,1.85001143,2.035212129,1.993903174,2.01103774,2.04580036,1.839689038,1.794847184,1.901301755,1.963545878,1.986526493,2.040759614,1.900892198,2.043995816,2.126681125,1.954276179,1.904479982,1.965021224
DNK,Denmark,16.31037245,15.29943121,15.54230921,15.36226552,14.22944949,14.4982464,15.311724,15.92555898,15.87360468,16.45451513,16.53082723,14.15672293,14.73521841,14.33233371,14.16294262,15.64830425,15.85665165,15.37435343,14.49130758,13.47721452,13.51022677,15.56856381,14.36721431,14.82961683,15.50636128,14.87472137,17.39090378,15.46085341,14.62744719,14.00779921,13.212619,13.48112842,13.29337784,14.2829139,13.12298533,12.40515417,13.68084534,12.77445075,12.04502707,11.54560941,11.54795195,10.53840581,9.620050446,9.960563318,9.179357875,8.798577521,9.104216491,8.692479772,8.68524456,8.072257196,7.59971131,8.092342504,7.837613685
DOM,Dominican Republic,2.272099339,2.309537855,2.510331019,2.484004561,2.615474159,2.692470051,2.737568014,2.767099514,2.674802743,2.736209179,2.71514737,2.558251777,2.537662927,2.722807829,2.733997643,2.493855779,2.560982121,2.736793183,2.676598749,2.774074567,2.515027486,2.584227029,2.670716012,2.654360266,2.817938133,2.878046133,2.980362137,3.167667674,3.37946798,3.409344358,3.420731693,3.453210973,3.675819796,3.355259044,3.250496423,3.345642875,3.532010262,3.602232854,3.58697806,3.506615134,3.596712297,3.591537449,3.633480092,3.56141729,3.571316146,3.754398717,3.845878234,3.740990856,3.922708217,3.934223077,3.667984808,3.675165955,3.696438336
DZA,Algeria,3.924381462,4.071395217,5.37410944,6.052523442,5.295751144,4.956221338,5.675162763,5.975666697,6.347782364,6.359158366,5.905997939,5.45035122,5.464759512,5.572254194,5.642833629,5.991834387,6.044986121,5.85168317,5.723690993,5.740992939,5.630002396,5.613686532,5.823839765,5.893235111,5.655437822,5.900944369,5.844099151,5.536770116,5.422508234,5.562926349,5.764072055,5.328178983,5.282229468,5.659054841,5.49738303,5.657755645,5.838799693,5.714703214,5.865374687,5.667101294,5.790314719,5.849386687,6.178202216,6.125891311,6.377222732,6.517237924,6.442060347,6.411368411,6.540427762,6.523358307,6.120281667,6.463049925,6.379837839
ECU,Ecuador,2.339627199,2.138055615,2.36446516,2.819457338,2.912201213,2.949659176,3.156329414,3.272592855,3.368203229,3.501863678,3.561048732,3.681237007,3.633517661,3.474914334,3.61668719,3.696348826,3.770339765,3.409612268,3.776668941,3.690405366,3.768673872,3.726946417,3.909660195,3.921679158,4.031918951,4.189759152,4.472954852,4.494750722,4.220427064,3.870416313,3.659384564,3.910106461,3.873280779,3.955069156,4.136536276,4.121150011,4.223205385,4.176738748,4.177161995,4.405451162,4.590943492,4.55548621,4.503746734,4.638172503,4.663575288,4.507463475,4.385523606,4.224642858,4.228564286,4.164251564,3.795584271,4.170105163,4.322679093
EGY,Egypt,1.775897194,1.742624365,1.730066201,1.603914579,1.68728571,1.758842001,1.91118918,1.950315497,1.973511352,2.019417,2.108474035,2.209720696,2.294428584,2.396030667,2.517047494,2.558667912,2.551027071,2.650090421,2.606142231,2.661801984,2.665297278,2.77040977,2.75760406,2.732582759,2.605375831,2.708274178,2.809937493,2.863175414,2.872290496,3.018022431,2.958796228,3.128881847,3.174107823,3.201206698,3.357987344,3.632025775,3.741465108,3.863252043,3.842887893,3.863470797,3.769438799,3.807598307,3.887891927,3.715695276,3.675089633,3.651476218,3.721469368,3.88142023,3.848447982,3.397872557,3.264078433,3.442434169,3.550030611
ERI,Eritrea,2.303444294,2.260419758,2.176227223,2.14168181,2.067811356,1.969014558,1.916636074,1.859459286,1.835212318,1.817611842,1.791811174,1.768167659,1.721604477,1.719341383,1.63754858,1.631399589,1.617092101,1.555938055,1.536685845,1.548802233,1.552150962,1.578929543,1.657221416,1.418726567,1.494690239,1.536025774,1.67929967,1.787356524,1.683095851,1.686145263,1.673566351,1.602490237,1.541040126,1.524783336,1.498884471,1.452084181,1.383400239,1.409014326,1.371990443,1.363799082,1.339201765,1.379282472,1.370913581,1.352642146,1.33900855,1.320107481,1.311304169,1.287879719,1.284052568,1.265096211,1.248627754,1.240875841,1.224141567
ESH,Western Sahara,1.403862176,1.417967269,1.460228009,1.560430917,1.663181006,1.645709843,1.503630688,1.361208024,1.178390023,1.14891434,1.148913754,1.033844737,1.043863149,1.051535781,1.026986618,1.093438609,1.101149427,1.295291294,1.209007559,1.126915413,1.107512643,1.236819133,1.123126081,1.058871934,1.046521263,1.126946718,1.122968365,1.136215909,1.122241226,1.116159674,1.262360572,1.220095529,1.160864622,1.122103126,1.077817732,1.042527721,1.020124276,0.996324843,1.005688598,0.982252195,0.969408698,0.9339158,0.927406632,0.914628671,0.893960612,0.890684522,0.876555272,0.811672696,0.81423007,0.811886346,0.73697153,0.796387649,0.783439729
ESP,Spain and Andorra,5.675615248,5.546726595,5.869979229,6.205020016,6.522408819,6.629327885,7.076530726,6.807799321,6.759939893,7.040815408,7.334405696,7.412561211,7.258811253,7.280617899,7.015608519,6.808199909,6.923549847,6.867117501,7.057936892,7.538412475,7.639246078,7.801657995,7.988356809,7.586085423,7.884181997,8.256587619,8.068823371,8.622299793,8.819018265,9.367415957,9.741385559,9.586515774,9.875918597,9.95891776,10.17556112,10.34490265,10.01738482,10.24788061,9.348608411,8.421027541,8.078897603,8.052256199,7.904152001,7.324086198,7.306260784,7.573192115,7.390853481,7.711789239,7.548062262,7.142269529,6.281064942,6.585408535,7.078040936
EST,Estonia,14.86957391,15.03372135,15.63143389,16.37700235,17.06006838,17.76913674,18.24776313,18.48347481,19.00069058,19.31823371,19.70353354,19.4699451,19.73713743,19.92612838,19.99751246,20.09855969,20.53263091,20.96929682,20.92714078,20.81717661,27.53147718,25.58192106,19.38502698,16.45617199,16.96256549,15.67362801,16.62387782,16.90576585,15.60480406,14.56103244,14.80712396,15.12052738,14.56775752,16.25526128,16.66919183,16.76945548,16.0838514,19.02361874,17.69677807,15.17282048,19.02136158,19.21288347,18.48063677,20.26684278,19.73406174,18.28538352,18.23558827,19.33349816,20.37204552,14.48316646,11.25099581,11.35712809,10.68006782
ETH,Ethiopia,1.905021697,1.865352204,1.794226158,1.762399267,1.715429576,1.631453467,1.597498895,1.594233393,1.590712734,1.583265839,1.557228929,1.53402354,1.508576172,1.510026615,1.42804885,1.445435551,1.482925422,1.386557565,1.362207798,1.384475275,1.377277843,1.344917563,1.332731898,1.194222816,1.20037787,1.181065868,1.202035639,1.206806261,1.250818425,1.216043108,1.152442727,1.199474429,1.276462044,1.230570683,1.230180938,1.240917622,1.282598131,1.364987368,1.392222113,1.403954071,1.430645424,1.391157909,1.411570739,1.429318612,1.458423814,1.458399967,1.484173042,1.487859019,1.491784962,1.551917016,1.589250775,1.614196119,1.630237203
FIN,Finland,14.44280224,14.34784511,15.16649085,16.0375025,15.13736005,14.88271673,16.08997302,15.90723533,17.39810151,17.46383058,17.60250864,15.52893098,14.98207126,14.73453128,14.80557755,15.56191938,15.53968478,16.46002072,16.14636662,16.16594233,17.12450276,17.16911935,16.29504352,16.5044629,17.84302011,16.97730788,17.90201559,17.64136388,16.79587354,16.94573586,16.60336472,17.85829605,18.11179787,19.87118167,19.538525,16.62921974,19.27485952,17.94533059,16.21081072,15.51690472,17.32684239,15.70659335,14.88995029,14.84220861,13.88566601,12.97096412,12.89686196,12.11473869,12.27037572,11.49857669,10.41946267,10.25280438,9.756996299
FJI,Fiji,2.771424188,2.730926165,2.790137371,3.032461424,3.375342272,3.041010761,2.966471872,3.068431652,2.988504347,3.145849996,3.229443732,3.23014964,3.143541539,2.777806141,2.579178216,2.717882172,2.778036111,2.675976271,2.682822825,2.871236321,3.013037188,2.814125011,2.866347507,2.97120073,3.072735586,3.159689354,3.207280397,3.270602136,3.225119792,3.28386039,3.732509717,3.862093005,3.430185308,3.721198824,4.350880246,4.011721199,4.158975475,3.832805457,3.286118472,3.005890366,3.710059659,3.149611236,3.082742872,3.275190159,2.86844743,2.966688983,2.934064242,3.168415152,3.288061214,3.509987573,3.010789019,3.114518851,3.186259572
FLK,Falkland Islands,1.89805762,1.936292558,2.267668059,2.32045652,2.115532452,2.496524417,2.321219799,2.545059401,2.557702972,2.557776027,2.540573843,2.494258231,2.38184791,2.323461508,2.545517437,3.08295737,2.567871613,2.675402984,4.708107752,6.689991049,3.543607402,3.407451633,3.312736392,3.120821276,2.928671129,5.000607982,3.119467913,5.132549303,3.017204015,2.868469348,3.006769699,3.217246682,3.555493087,3.952008082,4.191027884,4.258359524,5.16796983,5.492072142,5.828883455,6.355870875,6.367326637,5.108389405,5.536604772,6.461918492,6.54545427,6.610950922,7.175446449,6.375381374,7.307756345,8.038778125,6.953744437,8.332706309,8.347769455
FRA,France and Monaco,12.54330768,12.65344788,12.86506537,13.45765129,12.98681788,12.13146634,12.89029234,12.52323729,12.80571033,12.93160132,12.46640735,11.47683536,11.03759016,10.71984655,10.44202253,10.10216932,9.819841964,9.586659977,9.471264987,9.564872286,9.395703215,9.887454843,9.592579664,9.165597458,9.035444341,9.177324302,9.451410686,9.178336016,9.340426813,9.167862932,9.126771588,9.153299692,8.997821627,9.002181791,8.96854827,8.924299031,8.64755075,8.503823745,8.338970245,8.053158558,8.165142783,7.851909499,7.850059055,7.727858328,7.169314868,7.20672076,7.209632882,7.227077721,6.991719234,6.814814031,6.173281889,6.710439057,6.502626619
FRO,Faroes,1.184769041,1.148867067,1.15462604,1.142125221,1.1313442,1.117831554,1.137262612,1.128284563,1.108270892,1.085956168,1.07909499,1.065901774,1.05507461,1.054208841,1.047211194,1.032562062,1.022487707,1.02396045,1.016613513,1.012810753,1.017061831,1.016549577,1.021868027,1.037778514,1.051193838,1.054354718,1.052480783,1.052443848,1.042593091,1.039657142,1.039046703,1.04820861,1.046664978,1.043597306,1.04003367,1.030163012,1.025464133,1.025412578,1.019190929,1.022946535,1.021124677,1.025847968,1.029604527,1.030282487,1.040241064,1.041234304,1.043238982,1.027799652,1.026727511,1.024278385,1.022039179,1.020073828,1.000557964
GAB,Gabon,11.55377504,12.19882035,12.902969,19.17617266,23.01894017,25.75031537,26.45668484,25.54953695,24.93154699,23.09259425,21.05367475,19.41906376,19.42622956,18.34209522,19.52836423,20.5712757,17.11662776,15.51956624,15.77639263,18.7063738,21.41462238,19.99899551,20.75804247,20.83811537,19.88239029,21.67512658,23.81415491,21.45365136,24.33473664,22.61351442,22.71436443,22.22666305,20.97040371,22.76702171,20.51149172,18.77181316,15.7228852,13.1963704,13.77318931,12.977184,12.90181933,12.30575198,11.83373476,11.31979986,11.09554854,11.2300521,10.99341717,9.822646866,8.957889636,9.673095748,9.303005257,8.672152819,8.322909595
GBR,United Kingdom,15.82135856,15.63718626,15.19490811,15.88442174,15.03100893,14.79962726,14.99180749,15.0737772,15.10217416,15.80664373,14.58899538,14.24226864,13.94831611,13.80819721,13.01066412,13.74602675,14.11881745,14.11680515,14.00605322,13.67000721,13.74898494,13.92468837,13.48176396,13.05655138,12.87641986,12.77682355,13.08369976,12.63751828,12.43687606,11.94284814,11.8860668,12.00941686,11.62001419,11.72921934,11.56445189,11.30965394,11.09463236,10.7379781,10.26462684,9.297312397,9.396606707,8.653376613,8.931612893,8.644658232,7.996009333,7.722967408,7.36932498,7.112933247,6.969537751,6.674020433,6.058449,6.288314184,6.267718224
GEO,Georgia,6.220493318,6.297384243,6.574941039,6.779082505,6.943278027,7.296371161,7.364983476,7.35964149,7.551707245,7.720926035,7.831731276,7.716850457,7.606564161,7.513752216,7.551977917,7.514824645,7.560555083,7.69907059,7.704550975,7.662868275,7.785841728,6.283247866,5.199244452,4.411379773,3.240336386,2.803664805,2.55787052,2.447045006,2.340534468,2.306232437,2.443205466,2.092372284,2.08197547,2.212507328,2.29441892,2.509832935,2.633674977,2.879685175,2.671823679,2.946390774,2.842062456,3.228638715,3.561049349,3.827620733,4.081353811,4.168610663,4.299489406,4.357755869,4.324737848,4.523103268,4.43994951,4.615332525,4.655767616
GHA,Ghana,0.881182996,0.86990306,0.893587245,0.882063379,0.919428771,0.913776966,0.907300675,0.929364141,0.892131099,0.876960156,0.860574599,0.897035809,0.845631269,0.684158473,0.708520467,0.735876164,0.768162994,0.778728736,0.768829441,0.805865393,0.773803725,0.774840817,0.789217136,0.788773452,0.795879467,0.801974588,0.823039033,0.828482452,0.909181843,0.935476351,0.889211772,0.901777439,0.949606562,0.912239091,0.883796895,0.896419575,0.963306198,0.964740387,1.011726407,1.035441959,1.06433686,1.17398812,1.261432703,1.317254788,1.296742227,1.322986585,1.312565712,1.405192063,1.474667657,1.555665581,1.609606069,1.645320383,1.655547902
GIB,Gibraltar,2.89049958,2.898662717,2.529437081,2.533072705,2.520725467,2.616582241,2.58351224,2.464574504,2.347459422,3.10211924,3.605772388,3.381307444,3.713570677,3.398251852,3.296009097,3.517713503,4.412069698,4.849327717,5.429621224,5.245137328,5.479485687,7.527464946,8.809661528,8.848045906,10.26949815,9.974916373,10.10940552,10.35517618,10.80519047,11.15178574,11.59711754,11.82485936,11.96448928,12.10082224,13.0309818,13.35214122,13.85919222,13.68155604,13.8742592,15.03147285,15.02416898,14.45410654,14.65494726,15.50300176,16.53412398,17.9326242,18.58220916,19.60352029,20.68425328,21.37404072,19.13931258,19.01210065,19.68468613
GIN,Guinea,1.225664933,1.222686804,1.232862611,1.259445314,1.284559537,1.316170994,1.330330467,1.343811311,1.352262634,1.375283232,1.36969519,1.358241419,1.394426672,1.396522612,1.360988807,1.294321256,1.211441812,1.304253152,1.30722063,1.303805026,1.307906825,1.289447166,1.200356152,1.1758916,1.178487842,1.174503816,1.210007186,1.153821615,1.175950275,1.236205273,1.30604465,1.31120325,1.336532807,1.369839219,1.39826317,1.423713786,1.45450098,1.477337884,1.512525021,1.536887931,1.7583616,1.80702266,1.827395758,1.827106058,1.858537412,1.918428305,1.953604915,1.982207617,2.001006957,1.997227755,1.980974495,2.004878455,2.022826397
GLP,Guadeloupe,1.437811633,1.45030809,1.520269142,1.552515144,1.489414552,1.591715711,1.590561129,1.653771549,1.684647021,1.692410739,1.675100794,1.860804813,1.966724297,2.036405843,2.178278445,2.092263299,2.05625039,2.204953314,2.389052879,2.484986889,2.486062435,2.60411239,2.457572827,2.555900177,2.596426674,2.531893815,2.593840223,2.64835362,2.640731858,2.484461886,2.1129147,2.183601909,2.338266135,2.328579197,2.257769,2.25563455,2.389953477,2.479561661,2.504050745,2.622958647,2.891444771,3.091441457,2.540536963,2.550229881,2.514756102,2.748969524,2.644786903,2.649577465,2.667396853,2.682388237,2.671049088,2.74476024,2.812632956
GMB,The Gambia,1.635940941,1.630022712,1.55523745,1.481161469,1.500346183,1.491943794,1.476387745,1.449303804,1.435335875,1.375895284,1.384754796,1.395028544,1.348836882,1.228354884,1.151986291,1.149910089,1.131364534,1.208650975,1.175231626,1.108873696,1.061149285,1.094042367,1.035412879,1.011058623,1.028702069,1.010481007,0.995766398,0.964431482,0.963777348,0.958112406,1.032345656,1.005151554,0.990105288,1.053491066,1.06890214,1.059385961,1.071220866,1.063676609,1.092958671,1.19117733,1.197899561,1.049162376,1.032982657,1.046577301,1.078180301,1.109992631,1.021269875,1.009464612,0.970922067,0.991280517,0.977364731,0.975033262,0.965577011
GNB,Guinea-Bissau,1.186389626,1.183585284,1.197397587,1.219075454,1.334156967,1.526538171,1.649081346,1.607260212,1.492220793,1.524011454,1.545048615,1.723308001,2.061624297,1.901297371,1.762210798,1.528791838,1.493960994,1.578107729,1.565665081,1.607227766,1.643277527,1.676972702,1.63472399,1.618000681,1.605481602,1.620850885,1.608672452,1.585700419,1.577011558,1.631831586,1.618951071,1.588772311,1.581829776,1.595211249,1.583646921,1.580381366,1.609435204,1.641746734,1.662118188,1.687330915,1.726958652,1.6994751,1.737209251,1.756379389,1.638843212,1.681980784,1.671648624,1.576081272,1.577623082,1.578709946,1.568261873,1.558586996,1.547392981
GNQ,Equatorial Guinea,0.375299764,0.381267886,0.411151992,0.341599522,0.376291541,0.399245382,0.419870144,0.427639395,0.575593755,0.559441961,0.562507932,0.573533441,0.52716637,0.409604447,0.422638506,0.381183728,0.391240431,0.433391834,0.42008875,0.452212281,0.427087167,0.432894249,0.427361252,0.453737618,5.80584215,6.387948327,10.26816068,14.33870656,17.18954646,18.11436642,20.2136007,22.10345711,17.27459157,18.35550762,24.14037799,22.54375965,23.38755781,24.43999051,23.13561312,20.65959558,20.16648842,19.60707839,18.87311924,17.49951315,16.77953522,15.8825026,14.67659736,13.07614612,10.95702027,9.664612624,9.041270431,8.856051387,7.711551991
GRC,Greece,5.239548982,5.389287275,6.195036497,6.539750768,6.507630616,6.665430667,7.159317281,7.299476357,7.506880144,7.765255692,7.695810396,7.581137219,7.690615204,8.014384634,8.171753603,8.478109996,8.392162431,8.85744698,9.306369418,9.7051894,9.710130357,9.602466161,9.680722344,9.571265027,9.703959747,10.01414344,10.01761924,10.05659924,10.36994641,10.41498987,10.92207584,10.93437703,10.96742433,11.25128698,11.23838439,11.4125576,11.08315661,11.42059578,10.99027091,10.43923195,9.807063497,9.559316325,9.179354212,8.521116848,8.288517249,8.14544048,8.023095622,8.048536143,7.826041022,7.353163623,6.478991496,6.640754271,6.884392797
GRD,Grenada,0.672167769,0.698539345,0.703599029,0.712563887,0.687099308,0.703703767,0.720364585,0.758971244,0.783207923,0.78105091,0.7744268,0.815281548,0.785797901,0.762011626,0.762503422,0.745508208,0.773813776,0.846305016,0.888313877,0.905187644,1.050129206,1.059063412,1.073599923,1.13688633,1.213775648,1.149459695,1.190108389,1.414897386,1.312079827,1.296812819,1.099112274,1.118573761,1.156079975,1.224436283,1.198777933,1.245490331,1.32032106,1.421872955,1.497060027,1.562788307,1.675902453,1.436481404,1.493005303,1.808187456,1.639303939,1.657181644,1.737509499,1.713742316,1.831468623,1.964550385,1.758022118,1.728643425,1.7484178
GRL,Greenland,1.130559803,1.126515755,1.124771391,1.127335083,1.132887856,1.141016729,1.142415171,1.145563876,1.149694452,1.15253749,1.152673908,1.157492512,1.160523837,1.161566171,1.161147176,1.163813776,1.162880119,1.162866729,1.165774635,1.168509996,1.173086394,1.174401639,1.175880906,1.178710229,1.180436354,1.18308201,1.186219345,1.18623858,1.188391496,1.187960089,1.183689703,1.185071509,1.18572349,1.186560786,12.09090208,12.18609011,12.46148167,12.2973794,12.65306374,11.1541333,12.80352031,13.55717597,10.97728015,10.84139827,9.925901464,10.61670747,10.52896832,10.31950041,10.33322196,10.3138588,9.263045386,8.992183608,9.46503473
GTM,Guatemala,1.592133355,1.628089907,1.685805005,1.673064723,1.618298294,1.648245616,1.558917594,1.650570145,1.699246789,1.761624197,1.78729081,1.694407142,1.610129083,1.556561738,1.561877873,1.565711737,1.492914065,1.512217757,1.497744717,1.51443107,1.527522279,1.558159152,1.646324351,1.713788048,1.715739424,1.798123398,1.762075988,1.786382792,1.92490751,1.939763371,1.992082273,2.023215454,2.075772465,2.017522127,2.037503238,2.092463442,2.093302409,2.135519097,2.052150485,2.103536223,2.064091077,2.064364491,2.087038478,2.148015341,2.213575137,2.343205,2.389633534,2.325219001,2.407670049,2.444976105,2.323428163,2.440479725,2.423336952
GUF,French Guiana,2.523913175,2.460264222,2.773889592,2.717470645,2.397862883,2.727444473,2.451574621,2.619671927,2.57692231,2.534518449,2.45454296,2.202401869,2.537413294,3.013214866,2.552230976,2.287711167,2.677570318,3.116075137,2.919684064,3.108781372,3.20884677,3.529581359,2.953688878,3.478170808,3.139595949,3.381575362,3.475175292,3.456206396,3.624041721,3.320728083,2.090713239,1.842336064,1.704038355,1.82640285,1.812956805,1.770531064,1.697177732,1.669795999,1.701503893,2.066922031,2.038060859,2.114650189,1.883214374,1.927776007,1.963173261,1.93301139,2.04007162,1.973237939,1.953810737,1.925006607,1.882731254,1.872935225,1.835385885
GUY,Guyana,7.232708164,7.028670674,6.604388095,7.0989769,7.144018359,7.748442923,7.076682741,7.528710588,6.977653693,6.234931927,6.454331081,6.357158698,6.141941713,5.642924081,6.027049776,5.742380399,5.733512789,5.687727942,5.778990851,5.470295202,5.178475617,5.426980673,5.46399481,5.67237618,5.988747034,6.459814544,6.519164836,6.776970889,6.656433179,6.782791014,6.36714737,6.325311993,6.100780598,6.401426236,6.282137716,5.921954191,5.649088403,6.101235142,6.236487263,6.353688604,6.648887895,6.791153166,7.042688348,7.172044682,7.459217202,7.517970165,7.551134996,7.702581885,7.748188895,8.114869314,9.198216788,9.64894052,9.750887476
